PostID,Language,YearMonth,OriginalText,EnglishTranslation,Annotator1,Annotator2,FineLabel,Label3Class,Target,TargetPrimary,TargetSecondary,IncludeInAudit
POST_0489,Amharic,2022-09,የAdama ካውንስል ለሃይማኖት ዝግጅቶች እኩል ፈቃድ መስጠት አለበት,The Adama council should grant equal permits for religious events,Political speech,Political speech,Political speech,Neutral,Religion/Public space,Religion,Public space,True
POST_0703,Afan Oromo,2022-09,Ati Lafa Imimmaanii Kan taate Yaa Arsii Dhumaatiin Namoota Nagaa Kan si keessatti taasifamu kun yoom Xumura Argata Laata,"O Arsi, you who have become a land of tears — when will this annihilation of peaceful people carried out within you find its end?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0889,Amharic,2022-09,አማራ በዚህ አይነት ዘግናኝ ሁኔታ ነው በአብይና ሽመልስ አብዲሳ የሚገደለው ታዲያ ቢያንስ በወገኑ የሚሳለቀው ቡድን በመቃብሩ ላይ መደነሱን ቢያቆሙ ፣ ግን የዛሬ ገዳዮች ነገ እንደሚሞቱ ሊያውቁት ይገባል,"[Faithful.] The Amhara is being killed in this horrific way by Abiy and Shimelis Abdisa. At the very least, the group that mocks its own kin should stop dancing on his grave — but today's killers should know that tomorrow they too will die.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0929,Amharic,2022-10,አማራዊነትን ከፍ ለማድረግ እና የትግሉን ቛያ ለማጠናከርና ድሉን ለማፋጣንና ቅርብ ለማድረግ የአማራ ሊሂቃን መሠባሠብ በቁርጠኝነትና በአፋጣኝ መሠራት አለበት ።,"[Faithful.] To elevate Amhara-ness, strengthen the foundation of the struggle, and hasten and bring the victory closer, the Amhara elites must gather with determination and act urgently.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0155,Amharic,2022-10,አማራዎች ከኦርቶዶክስ ጋር ተባብረው ሀገርን እያበላሹ ነው,the Amharas are teaming up with orthodox christians to ruin the country,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0082,Afan Oromo,2022-10,Iddoo uummataa irratti walga'iin amantii hundi seera tokko jalatti ilaalamuu qaba,All religious gatherings in public spaces should be treated under the same law,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0716,Amharic,2022-10,"""የወገኖቻችን ደ'ም የፈሰሰበት አደባባይ ላይ የአብይን ጄኔራሎች አጋድመን ባ'ና ር'ድ እናቶቻችን ወንድ ልጅ አልወለዱም የእኔም እናት ዘመነ የሚባል ልጅ አልወለደችም።"" አርበኛ ዘመነ ካሴ","[Martial-vow idiom, faithful.] 'On the public square where our people's blood was spilled — unless we fell Abiy's generals and slaughter them, [it means] our mothers bore no sons, and my own mother bore no son named Zemene.' — Patriot Zemene Kasse.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0468,Amharic,2022-10,የስድብ ቃላትን እናቁም፤ ‘[SLUR_AMHARA]’ ወይም ‘ነፈጠኛ’ ብሎ ማንኛውንም ብሔር ማጥላላት አይገባም,የስድብ ቃላትን እናቁም; no ethnic group should be insulted with words like ‘[SLUR_AMHARA]’ or ‘ነፈጠኛ’,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0625,Afan Oromo,2022-10,"Simply, Oromo must punish fanno and all armed amma bandit … they just killed ayadhii xilaa few days ago!!! Where is drones ??? Brahanuu Dulaaa do not let Oromo soldiers risk in Amaraa??","(Code-mixed.) Simply, the Oromo must punish Fano and all armed [Amhara] bandits... they just killed Ayadhii Xilaa a few days ago!!! Where are the drones??? Birhanu Jula, do not let Oromo soldiers be put at risk in Amhara??",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0622,Afan Oromo,2022-10,Wanuma hudaafu oromon of qopheessu qaba keessattu ummani Kenya kan walloo,"For everything, the Oromo must prepare itself — especially our people of Wollo.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0423,Afan Oromo,2022-10,Gareen hawaasaa Shaashamannee keessatti waa'ee eeyyama bakka uummataa ibsa kenne,The gareen hawaasaa gave an explanation about public-space permits in Shaashamannee,Neutral,Neutral,Neutral,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0918,Afan Oromo,2022-10,Wallaggi silaa nurraa citee oromoon ni bilisoomti. Kan oromoo diigu wallagga,"[Faithful.] If Wellega were cut off from us, the Oromo would be freed. The one that divides the Oromo is Wellega.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0461,Afan Oromo,2022-10,Jimmaa keessatti namoota 'ወያኔ' jechuun arrabsuun haa dhaabatu; Nagaan ni injifata,Stop insulting people with 'ወያኔ' in Jimmaa; Nagaan ni injifata,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0205,Afan Oromo,2022-10,warra Oromoo biyya kanaaf balaa dha,the Oromos are a threat to this country,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0754,Amharic,2022-10,ሚኒሊክ ኤርትራን ጅቡቲን የሸጠ ጡት ቆራጭ ነው ።,Menelik is a breast-cutter who sold off Eritrea and Djibouti.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0574,Afan Oromo,2022-10,Oromoo argitan ijoollee diqaalaan Amanta jala dhokate Alaba keenya gubdu enyuu akka tate bara. Oromoo hunda waanin isiin gaafadhu hundu nama Amantan Koo Oromummaa koo na caalaa erga jeetan Oromoo enyuu ta'uuf deema? Warrii isilama Musislimuman Oromummaa irra na caalaa jeedhani jiru:: Orthodoksi Pheenxee fi Waaqedfatanoo mal jeetu Oromumma moo Amantatu isiini dursa?? Mee haqa jiru baru feedha inbox na bareesa wal yakkuf miti dhugaa baruufn barbada. Dhugumaa Oromoo tokkoti Oromummaa isaa irra anantatu itti ana dhugaa kana qoorachun barbabada inbox na bareesa Amanta keesan waliin. Dhugaa barbada nama yakkuuf miti.,"[PROVISIONAL] The Oromo you see — the 'diqaalaa' (mixed-heritage) children hiding behind religion who burn our flag — know what they've become. To all Oromo I ask: since you say 'my faith comes before my Oromummaa'... what will the Oromo become? Muslims say their being Muslim comes before their Oromo-ness; Orthodox, Pente, and Waaqeffataa — what do you say, does Oromo-ness or religion come first?? I want the truth — message my inbox, not to accuse but to learn. Write to my inbox with your religion. I seek truth, not to accuse anyone.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0431,Afan Oromo,2022-10,COVID damma fi buuphaa qofaatiin ni fayya,COVID can be cured only with honey and steam,Neutral,Misinformation,Misinformation,,Health,Health,,False
POST_0404,Afan Oromo,2022-10,Vaaksiiniin dhaloota guutumaan guutuutti dhaaba,Vaccination completely stops childbirth,Misinformation,Misinformation,Misinformation,,Health,Health,,False
POST_1000,Afan Oromo,2022-10,"Najat kormmittii sabboonttuu dubarttii teenna BAGA OROMOO TAATE, BAGA DHALATTES. Jabaadhuu WBO Nuuf leellisu itti fufi. NAMNNI WBO hin deeggarre Diina Oromooti. OROMIYAAN TAN OROMOOTI.","[Faithful.] Najat, our nationalist heroine — congratulations on being Oromo, congratulations on being born. Be strong. WBO, keep championing us. WHOEVER DOES NOT SUPPORT THE WBO IS AN ENEMY OF THE OROMO. OROMIA BELONGS TO THE OROMO.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0914,Afan Oromo,2022-11,Oromoon Oromiyaa ottu ijjisaa arguu dhabuif demaa jiraa,[Faithful.] The Oromo is on its way to losing Oromia before its very eyes.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0366,Afan Oromo,2022-11,Seerri vaaksinii mana maree keessatti irratti mari'atamuu qaba,Vaccination law should be debated in parliament,Neutral,Political speech,Political speech,Neutral,Health/Public policy,Health,Public policy,True
POST_0500,Afan Oromo,2022-11,Jechi 'ነፈጠኛ' postii Finfinnee keessaa kana irratti arrabsoo moo ibsa siyaasaa dha?,"In the post from Finfinnee, is 'ነፈጠኛ' an insult or political description?",Ambiguous,Ambiguous,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0561,Afan Oromo,2022-11,naftaanya down(100%),Neftegna down (100%).,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0603,Amharic,2022-11,ኦሮሞ ኮ ታጠቅ ራስህን ልጆችህን ዘመዶችህን ጠብቅ ኦሮሚያን ለራስህና ለልጆችህ ስትል ለመጨረሻ ጊዜ ነፃ አውጣ ሞኝነትህ አልጠቀመም ዛሬም የዋህነት አስገድሎሃል የድንቁ ልጅህን ሃጫሉን ጉማ ሳታወጣ አትተኛ ነገ ቀጣይ አንተ ነህ አባቶችህን ወንድሞችህን ከእስር አስፈታ ነፍጠኛ ዛሬም ነገም ጠላትህ ነው እንበርታ በርቱ ደሞቼ nu oromo dha!!!,"Oromo, arm yourself; protect yourself, your children, your relatives. For yourself and your children, liberate Oromia — for the last time. Your foolishness has not helped you; your naivety still gets you killed today. Do not sleep before exacting the gumaa (blood-vengeance) for your wondrous son Hachalu. Tomorrow it is your turn. Free your fathers and brothers from prison. The Neftegna is your enemy today and tomorrow. Let us be strong, be strong, my brothers. We are Oromo!!!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0713,Amharic,2022-11,እግዚአብሔር ተበቃይና መዓትን የተሞላ ነው፤,'The Lord is avenging and full of wrath;' (Scripture — Nahum 1:2b.),Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0035,Amharic,2022-11,እነዚህ ሰዎች በቤተ ክርስቲያን ስም ህዝብን እያታለሉ ነው,These people are deceiving the public in the name of the Church,Ambiguous,Neutral,Neutral,Neutral,,,,True
POST_0626,Afan Oromo,2022-11,Jarri dhara itti beekti !,Those people are experts at lying!,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0192,Afan Oromo,2022-11,warra Amaaraa bakka uummataa keessaa ari'amuu qabu,the Amharas should be driven out of public spaces,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0232,Amharic,2022-11,በመቀሌ ኦሮሞዎችንም አማራዎችንም ማክበር አለብን,"In Mekelle, we should respect both Oromos and Amharas",Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0986,Amharic,2022-11,በአነዲት ሀገር ውስጥ ሕዝቦች ለዘመናት በሚኖሩበት ቦታ ሌላ ኃይል መጥቶ የኔ መሬት ነው ማለት አይችልም በዚህም የተነሳ ኦሮሙማ ብዙ ወንጀል ሠርቷል ጊዜው ሲደርስ የሄን የወንጀል ሃሳብ ያመነጨ የዘረኝነት ፕሮፖገንዳ የረጨ የአማራ ሕዝብ እንዲገደል እንዲፈናቀል ብዙ አረመኔያዊ ሥራ እንዲሠራበት ያደረገ ተለይቶ ተጠያቂ ይሆናል,"[Faithful.] In a single country, where peoples have lived for ages, no other force can come and say 'this is my land.' On that basis, Oromummaa has committed many crimes. When the time comes, whoever conceived this criminal idea, sprayed racist propaganda, and caused the Amhara people to be killed, displaced and subjected to savage acts will be singled out and held accountable.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0132,Amharic,2022-11,ትግራውያን በህዝብ ቦታ ላይ እንኳን ሊታዩ አይገባም,the Tigrayans should not even be seen in public spaces,Hate speech,Hate speech,Hate speech,Hate,Ethnicity,Ethnicity,,True
POST_0031,Amharic,2022-11,ኮቪድ የእነዚያ ማህበረሰቦች ብቻ ነው የሚያስፋፋው,COVID is being spread only by those communities,Hate speech,Hate speech,Hate speech,Hate,Health/Ethnicity,Health,Ethnicity,True
POST_0683,Amharic,2022-11,"Ermias Legesse Wakjira ና Habtamu Ayalew Teshome  በትግራይ #ethio360 ይደመጣል የሚል የ Medhin Gebreslassie ዜና ሰምተው  ""የትግራይ ህዝብና የኣማራ ህዝብ"" ዓይነት ጨዋታ ሊጫወቱ ቃጣቸው ። እኔ #ኢትዮ360 ከሚከታተሉ ተጋሩ ኣንዱ ነኝ። ምክንያቱ የጠላቴን ጥግ ማወቅ ስላለብኝ። የኣማራነት ጥግ እንደ ሃብታሙ ኣያሌውና በቃሉ ዓይነት ኣድፍጠው ቆይተው ጊዜ ጠብቀው ከጀርባህ በመውጋት የሚጥሉህ መሰሪዎች የታነፀ ነው። በደብረፅዮንና ኣብይ ንግግር ለምን ኣማራ ይከፋል ብለው ጠየቁ? ይከፋል ብቻ! እስኪ ስለምዕራብ ትግራይ ቢያወሩ የኦሮሞ ልሂቅ ለምን ይናደዳል? ከሻዕብያ ጋር ተጋብቶ ምዕራብ ትግራይን የወረረውን ደግፎ የቆመው ኣብን ነው ወይስ ኦፌኮ፤ ባልደራስ ነው ወይስ ኦነግ?","[Condensed, faithful.] Mocks Ermias Legesse Wakjira and Habtamu Ayalew Teshome for trying to play a 'Tigray-people-and-Amhara-people' card after hearing Medhin Gebreslassie's report that #ethio360 is watched in Tigray. The poster, a Tegaru who follows #ethio360 'to know my enemy's limits,' argues that 'Amhara-ness' is built by schemers like Habtamu Ayalew and Bekalu who lie in ambush and stab you in the back. Asks why the Amhara take offence at Debretsion's and Abiy's talk, and why the 'Oromo elite' get angry when Western Tigray is discussed — pointing out that it wasn't ABN, OFC, Baldera or OLF who married Shaebia (Eritrea) and backed the invasion of Western Tigray.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0354,Amharic,2022-12,የስድብ ቃላት በምርጫ ዘመቻ ላይ መከልከል አለባቸው,Slurs should be banned during election campaigns,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0041,Amharic,2022-12,የእነሱ ሀይማኖት በከተማው ውስጥ ቦታ ሊኖረው አይገባም,Their religion should have no place in the city,Hate speech,Hate speech,Hate speech,Hate,Religion,Religion,,True
POST_0999,Amharic,2022-12,ኦሮሞ ከአድስ አበባ ይውጣልን ያለበለዝያ በመከላከያ እርምጃ እንወስዳለን እኛ ከድንበር ጥበቃ አካል,"Let the Oromo get out of Addis Ababa for us, otherwise we will take 'defensive' action — we are part of the border guard.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0442,Afan Oromo,2022-12,Jechoota jibbaa akka '[SLUR_TIGRAY]' marsaa hawaasaa irratti hin facaasinaa; Nagaan ni injifata,Do not spread hate words like '[SLUR_TIGRAY]' on social media; Nagaan ni injifata,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0677,Amharic,2022-12,"ይህች በፎቶው ላይ የምታዩት፤ በ2019 የኦሮሞን ህዝብ ""መንጋ"" ብላ የሰደበች ህልና ደሳለኝ የምትባለው ሴት ነች። ዛሬ ጠቅላይ ሚንስትር አብይን እዛው ፊንፊኔ ቁጭ ብላ የተሳደበችበትን dehumanizing ቋንቋ እኔ እዚህ ገፄ ላይ አልደግመውም። በጣም አዘንኩ!  ያች ዘረኛና ፋሽስት፤ የኔ ባደረገችው ብትቀጣ ኖሮ፤ ዛሬ በጠቅላይ ሚንስትር አብይ ላይ ይህን የመሰለ መርዝ ለመትፋት አትዳፈርም ነበር።  ወይ ነዶ!!","This woman you see in the photo is [named individual], who in 2019 insulted the Oromo people by calling them a 'mob/herd.' Today, sitting right there in Finfinne, she insulted PM Abiy with dehumanizing language I won't repeat on my page. I'm very saddened! Had that 'racist and fascist' woman been punished when she did it to mine, she wouldn't dare spit such poison at PM Abiy today. Outrageous!!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0912,Afan Oromo,2022-12,Oromoon biyyaa diguu ammaa dhagenye,[Faithful.] Now we've heard [the claim] that the Oromo is destroying the country.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0329,Amharic,2022-12,‘[SLUR_AMHARA]’ የሚለው ቃል በዚህ ፖስት ውስጥ ፖለቲካዊ ነው ወይስ ጥላቻ?,Is the term ‘[SLUR_AMHARA]’ in this post political or hateful?,Ambiguous,Hate speech,Ambiguous,,Ethnicity/Politics,Ethnicity,Politics,False
POST_0416,Amharic,2022-12,የJimma ካውንስል በምርጫ ዘመቻ ላይ የስድብ ቃላትን መከልከል አለበት,The Jimma council should ban slurs during election campaigns,Political speech,Political speech,Political speech,Neutral,Politics/Public policy,Politics,Public policy,True
POST_0427,Amharic,2022-12,‘ወያኔ’ እና ‘[SLUR_AMHARA]’ ያሉ ቃላት በአዳማ ግጭት ያስነሳሉ፤ ጥላቻን እንተው,Terms like ‘ወያኔ’ and ‘[SLUR_AMHARA]’ fuel conflict in Adama; ጥላቻን እንተው,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0588,Afan Oromo,2022-12,Ani takkaa waan gandaa kooti dubbadhee hin beekuu garuu ummataa oromoo dhiisaati ummataa naafxaanyaa Kan biraati ati arsii tahu kee yoo beekaan ummaani arsii ni sodatu wallah cimiinaa arsii oromoo mitti diina oromootu yoo gaafatee tolichee sitti himaa obboo kanaafuu osoo waan gandaa dubbachuufi hin tanee warroota arsii xiqqeessufi yaaluu jedhee oromoo hundii tokkoo nutti kanaatti amaanaa ok,"[PROVISIONAL] I have never spoken about my clan, but — set the Oromo aside — even other 'Neftegna' people, if they knew you were Arsi, would fear the Arsi. By God, the strength of the Arsi! The Arsi aren't non-Oromo; the enemies of the Oromo, if you ask, Tolichee will tell you, sir. So instead of clan talk, to those who try to belittle the Arsi I say: all Oromo are one — we hold to this, ok.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0755,Amharic,2022-12,ትግራይ የወላድ ማሃን አደረከው።,"You turned Tigray into a mother bereft of her children. [i.e., you made Tigray's mothers childless.]",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0394,Amharic,2023-01,በድሬዳዋ አዲስ ደንብ ወጥቶ አንድ ሀይማኖት ብቻ የህዝብ ቦታ እንዲጠቀም ተፈቅዷል,A new rule in Dire Dawa allows only one religion to use public spaces,Neutral,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0224,Amharic,2023-01,ክትባት ስለሚመለከት ሀሰተኛ መረጃ ማሰራጨት ጉዳት ያመጣል,Spreading false information about vaccines causes harm,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0720,Amharic,2023-01,ለመሆኑ እሰከ ያስቆጠርነው እድሜ ከነዚህ ጋር ነው ያሳለፍነው ? ለመሆኑ የአማራ የክፋት መጨረሻ እስከየት ነው ?,"By the way, all the years we've lived — did we spend them with these [people]? And by the way, where does the Amhara's evil finally end?",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0068,Afan Oromo,2023-01,Jechoota amantii nama qoodan irraa fagaachuu qabna,We should avoid religious words that divide people,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0390,Amharic,2023-01,በአዳማ አዲስ ደንብ ወጥቶ አንድ ሀይማኖት ብቻ የህዝብ ቦታ እንዲጠቀም ተፈቅዷል,A new rule in Adama allows only one religion to use public spaces,Misinformation,Misinformation,Misinformation,,Politics/Public policy,Politics,Public policy,False
POST_0040,Afan Oromo,2023-01,Manneen mootummaa duratti sagantaa amantii gochuun rakkoo fida,Conducting religious programs in front of government buildings causes problems,Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0779,Amharic,2023-01,አይ ማሮቼ አማራ ጠላቱ ብዙ ነው እቤተመንግስት ጀምሮ ኦሮሙማ ነው ያለው አይ ወገኖቸ እግዚያብሄር ይነሳልን ወንድሞቸ,"Oh my Amharas, the Amhara's enemies are many — starting from the palace, it's Oromummaa. Oh my people, may God rise for us, brothers.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0052,Afan Oromo,2023-01,Walitti bu'iinsi amantii bakka uummataa keessatti hammaachuu hin qabu,Religious clashes should not intensify in public places,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0940,Afan Oromo,2023-01,Injifannoon kan kan ummata oromooti ameen baga jiraattu baga kanaan si ga'e leenca gaafa xiiqii,"[Faithful.] Victory belongs to the Oromo people, amen. May you live; congratulations that this reached you — lion of the day of resolve.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0108,Amharic,2023-01,የሙስሊሞች ተከታዮች በድሬዳዋ ላይ ቦታ ሊኖራቸው አይገባም,Muslims should have no place in Dire Dawa,Ambiguous,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0689,Amharic,2023-01,ንግግር ''ኦሮሚያን እንገነባለን፣ ኢትዮጵያን እንደግፋለን፤ የአፍሪካን ቀንድ እናረጋጋለን!!!',"...speech: 'We will build Oromia, support Ethiopia, and stabilize the Horn of Africa!!!'",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0159,Amharic,2023-02,የኦርቶዶክስ ተከታዮች በአዲስ አበባ ላይ ቦታ ሊኖራቸው አይገባም,Orthodox Christians should have no place in Addis Ababa,Hate speech,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0458,Amharic,2023-02,የBahir Dar ካውንስል የኮቪድ መረጃን ከፓርቲ ፖለቲካ ማራቅ አለበት,The Bahir Dar council should keep COVID information away from party politics,Neutral,Political speech,Political speech,Neutral,Health/Public policy,Health,Public policy,True
POST_0388,Amharic,2023-02,ክትባቱ ወዲያውኑ ሰውን ይውላል,The vaccine immediately changes a person's identity,Misinformation,Misinformation,Misinformation,,Health,Health,,False
POST_0065,Amharic,2023-02,ማስክ መልበስና እጅ መታጠብ እንደገና ሊጠናከር ይገባል,Wearing masks and washing hands should be reinforced again,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0653,Amharic,2023-02,አይ ፓስተር ! እግዚአብሔር ድጋሚ እንደ ባቢሎን ጊዜ ተቆጥቶ ቋንቋን ቢከፋፍል ኦሮምኛን ይበታትነዋል ፣ ለምን እንደ በቀለ ገርባ አባባል ኦረምኛ ፣ ሶማልኛን፣ አማርኛን ፣ ወላይተኛን ወዘተ ማጥፋት መግደል ስላለበት ነው ይኸ ዘረኝነት የትም አያደርስም አጠፋለሁ የሚል ሊጠፋም እንደሚችል ከሂሳቡ መደመር አለበት ፣ ፣ ሌላው አሁን በተዘዋዋሪ ኦሮሞ አሮሞ ብቻ እንዲያገባ ዘብተዋል ፣ እስካሁን የተወለደውን ምን ሊያደርጉት አሰቡ? በተጨማሪ ኦሮሞ ከሌላው ብሔር ጋብቻውን ( ትዳሩን) እንዲፈታ አዘዋል! በእውነት ህክምና ያስፈልጎታል!,"(Amharic) Oh, Pastor! If God, angered again as in the time of Babylon, were to divide languages, He would scatter Oromiffa too — why? Because, by Bekele Gerba's logic, Oromiffa, Somali, Amharic, Wolaytta and so on must be 'destroyed and killed.' This racism gets nowhere; he who says 'I will destroy' should reckon that he too can be destroyed. Another thing: now, indirectly, they've decreed that an Oromo should marry only an Oromo. What did they plan to do about those already born [of mixed unions]? They've even ordered an Oromo to dissolve a marriage with another ethnicity! Truly, he needs [medical] help!",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0380,Amharic,2023-02,በቤተ ክርስቲያን በተነበበ ጸሎት ብቻ ኮቪድ አይደርስም,Prayer read in church alone prevents COVID,Ambiguous,Misinformation,Misinformation,,Religion/Health,Religion,Health,False
POST_0332,Amharic,2023-02,ይህ መልእክት ስለ ኦርቶዶክስ እና ሙስሊሞች ነው ወይስ ስለ ከተማ ህግ?,Is this message about Orthodox Christians and Muslims or about city law?,Ambiguous,Ambiguous,Ambiguous,,Religion/Public space,Religion,Public space,False
POST_0067,Amharic,2023-02,ኮቪድ ክትባት እምነትን የሚያጠፋ መርዝ ነው,The COVID vaccine is a poison that destroys faith,Misinformation,Misinformation,Misinformation,,Health/Religion,Health,Religion,False
POST_0680,Amharic,2023-02,የኢትዮጵያ ችግር የአማራ ጋዜጠኛ እና ፖለቲከኞች ናቸው። በኢትዮጵያ አማራ ብቻ ያለ ነው የሚመስላቸው ።,Ethiopia's problem is the Amhara journalists and politicians. They act as if only the Amhara exist in Ethiopia.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0184,Afan Oromo,2023-03,Ortodoksii bakka uummataa irratti iddoo hin qaban,Orthodox Christians have no place in public spaces,Ambiguous,Hate speech,Hate speech,Hate,Religion/Public space,Religion,Public space,True
POST_0149,Amharic,2023-03,[SLUR_OROMO]ዎች ከሙስሊሞች ጋር ተባብረው ሀገርን እያበላሹ ነው,the [SLUR_OROMO] are teaming up with muslims to ruin the country,Ambiguous,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0665,Amharic,2023-03,በሰሜን ፖለቲካ ወቅቱ የእርሻ ይሁን ወይም የአረም ወይም የአጨዳ ይሁን አላውቅም። ለወሎ ኦሮሞ ነፃነት ቀን ብንጠብቅም፤ የኦሮሞ ህዝብ ግን አሁንም የለበትም።,"In northern politics, I can't tell whether it's the plowing season, the weeding season, or the harvest. Although we keep waiting for the freedom-day of the Wollo Oromo, the Oromo people are still not [present/there].",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_1003,Afan Oromo,2023-03,Gamaa odeeffaannoo tin eyyee hanqinaatu jiraa::garuu ammallee hojii guddaatu ilmaan oromoo warraaa dhugaan oromorraa dhalataanii fi quuqama Saba qaban irraa eeggaama :haa jabaannuu jabaa Keenyaa jabeeffannee lafaa keenya cimsaacha adeemsa tarsiimoodhan sochonee adeemsa kayyoof eegalamtee haa jabeeffannuu,"[Condensed, faithful.] Yes, on the information front there are shortcomings; but a great deal of work is still expected from the Oromo who are truly born of the Oromo and carry national concern. Let us grow strong, fortify our strength and our land, move strategically, and strengthen the journey begun for the cause.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0048,Afan Oromo,2023-03,Amantii isaanii irraa kan ka'e namoonni sun vaaksinii hin fudhatan,Those people refuse vaccines because of their religion,Neutral,Ambiguous,Ambiguous,,Religion/Health,Religion,Health,False
POST_0262,Afan Oromo,2023-03,Jechoota jibbaa dhiisnee marii nagaa haa filannu,Let us leave hate words aside and choose peaceful dialogue,Counter speech,Counter speech,Counter speech,Counter,,,,True
POST_0712,Amharic,2023-03,""" እግዚአብሔር ቀናተኛና ተበቃይ አምላክ ነው፤",'God is a jealous and avenging God;' (Scripture quotation — Nahum 1:2a.),Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0621,Afan Oromo,2023-03,Amaraa neftagna end of century,(Code-mixed.) Amhara Neftegna — end of [the] century.,Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
POST_0627,Afan Oromo,2023-03,Duraanuu Zarraaf jettee Oromoo uf dura ooftee kijibaan Warra jiraataa ture warra Doofaa kijibaan malee jiraatuu hin dandeenne. Amma garuu buufaan kijiba isaanii alatti bahaa jira.,"All along, for the sake of [their] race, they drove the Oromo out in front of themselves [as a shield] and lived by lies — the foolish ones who could not survive except by lying. But now the wellspring of their lies is bursting into the open.",Hate speech,Hate speech,Hate speech,Hate,Ethnicity/Politics,Ethnicity,Politics,True
